OBJECTID,Dato_OG,Date_text,Date,Time,Time_24,TimeCategory,Year,Kommune,Stedfesting,Art,Kjonn,Alder,arsak,Utfall,Fallvilt_ID,UTM33_ost,UTM33_nord,NEAR_FID,NEAR_DIST,Naermest fartssone,
233,12/12/2022 1:00,December-22,12/12/2022,1:00:00,1,AM,2022,3024 Baerum,Brynsveien,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Avlivet etter ettersok,1251410,248160.118,6650963.641,55,24.18255172,50,
535,8/24/2022 1:00,August-22,8/24/2022,1:00:00,1,AM,2022,3025 Asker,Heggedalsveien,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1244170,240887.5119,6638606.713,90,21.59713097,50,
2252,9/11/2020 1:00,September-20,9/11/2020,1:00:00,1,AM,2020,3023 Nesodden,Kirkeveien 91,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1194491,257462.8958,6637562.024,173,6.067182408,50,
5328,6/20/2016 1:00,June-16,6/20/2016,1:00:00,1,AM,2016,3053 Jevnaker,moesmoen,Radyr,Hann,Ungdyr,Pakjort av motorkjoretoy,Dodt pa stedet,1096691,244510,6685294,236,9.968448284,50,
5901,7/17/2015 1:00,July-15,7/17/2015,1:00:00,1,AM,2015,3025 Asker,Skjellestadgardene,Radyr,Hunn,Kalv/arsunge,Pakjort av motorkjoretoy,Dodt pa stedet,1060008,243421,6637599,211,7.969493175,50,
272,11/22/2022 1:00,November-22,11/22/2022,1:00:00,1,AM,2022,3026 Aurskog-Holand,Killingmo,Radyr,Hunn,Ungdyr,Pakjort av motorkjoretoy,Funnet dod etter ettersok,1249962,299609.1784,6650742.769,23,4.671122969,60,
1748,4/20/2021 1:00,April-21,4/20/2021,1:00:00,1,AM,2021,3023 Nesodden,Jaer skole,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1213866,258123.7848,6635891.698,39,4.125974166,60,
1772,4/4/2021 1:00,April-21,4/4/2021,1:00:00,1,AM,2021,3014 Indre ostfold,Fossum,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1211665,279817.722,6614286.927,150,0.393347197,60,
2297,8/22/2020 1:00,August-20,8/22/2020,1:00:00,1,AM,2020,3026 Aurskog-Holand,Killingmo,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1193941,298443.9303,6651311.688,23,2.469981141,60,
2845,10/28/2019 1:00,October-19,10/28/2019,1:00:00,1,AM,2019,3003 Sarpsborg,Rv. 110 Oltidsveien 215,Radyr,Hann,Ungdyr,Pakjort av motorkjoretoy,Dodt pa stedet,1169540,280777.5402,6569670.858,319,0.522941,60,
3750,8/10/2018 1:00,August-18,8/10/2018,1:00:00,1,AM,2018,3011 Hvaler,Langekilbakken,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1134856,264273,6559141,211,2.720241302,60,
3934,5/10/2018 1:00,May-18,5/10/2018,1:00:00,1,AM,2018,3019 Vestby,grimsrud,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1131030,257946,6605442,58,12.21254034,60,
4178,1/3/2018 1:00,January-18,1/3/2018,1:00:00,1,AM,2018,3026 Aurskog-Holand,"Lemon,Aurskog",Radyr,Hunn,Kalv/arsunge,Pakjort av motorkjoretoy,Avlivet pa stedet,1121732,298355,6651833,23,0.664546328,60,
4207,12/21/2017 1:00,December-17,12/21/2017,1:00:00,1,AM,2017,3026 Aurskog-Holand,"Lemon,Aurskog",Radyr,Hann,Kalv/arsunge,Pakjort av motorkjoretoy,Dodt pa stedet,1121748,298357,6651835,23,2.648736788,60,
4353,10/26/2017 1:00,October-17,10/26/2017,1:00:00,1,AM,2017,3020 Nordre Follo,Siggerudveien v/Tangenhagen,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1109512,269561,6634840,47,3.222577223,60,
4577,6/23/2017 1:00,June-17,6/23/2017,1:00:00,1,AM,2017,3019 Vestby,grimsrud,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1125940,257832,6605540,58,2.917743065,60,
4626,5/29/2017 1:00,May-17,5/29/2017,1:00:00,1,AM,2017,3019 Vestby,grimsrud,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1125922,257951,6605463,58,8.346092581,60,
5077,10/23/2016 1:00,October-16,10/23/2016,1:00:00,1,AM,2016,3028 Enebakk,Fossum,Radyr,Hunn,Kalv/arsunge,Pakjort av motorkjoretoy,Avlivet pa stedet,1099760,285725,6636969,117,3.588987479,60,
5209,8/24/2016 1:00,August-16,8/24/2016,1:00:00,1,AM,2016,3026 Aurskog-Holand,Tomter,Radyr,Hunn,Ungdyr,Pakjort av motorkjoretoy,Funnet dod etter ettersok,1087404,298882,6651042,23,0.699410675,60,
5357,6/6/2016 1:00,June-16,6/6/2016,1:00:00,1,AM,2016,3017 Rade,Rade Kirke,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1080166,266636,6585823,172,1.303387834,60,
1598,6/11/2021 1:00,June-21,6/11/2021,1:00:00,1,AM,2021,3004 Fredrikstad,soliveien 74,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1216522,272888.9828,6577819.324,21,0.207033068,70,
2266,9/5/2020 1:00,September-20,9/5/2020,1:00:00,1,AM,2020,3004 Fredrikstad,Husebyveien,Radyr,Hunn,Kalv/arsunge,Pakjort av motorkjoretoy,Dodt pa stedet,1194213,264809.7579,6575353.438,25,1.3560393,70,
2366,7/18/2020 1:00,July-20,7/18/2020,1:00:00,1,AM,2020,3026 Aurskog-Holand,Harkerud,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1192008,297271.5959,6650950.722,10,18.48264445,70,
3090,6/13/2019 1:00,June-19,6/13/2019,1:00:00,1,AM,2019,3026 Aurskog-Holand,Harkerudkrysset,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1170752,297265.0733,6650964.471,10,13.39351706,70,
3219,4/14/2019 1:00,April-19,4/14/2019,1:00:00,1,AM,2019,3022 Frogn,Knardal,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1156510,257839,6628551,8,2.512927907,70,
3820,7/5/2018 1:00,July-18,7/5/2018,1:00:00,1,AM,2018,3011 Hvaler,Bekkene,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Observert – antatt uskadd,1134114,266686,6557706,63,0.523725067,70,
4467,8/22/2017 1:00,August-17,8/22/2017,1:00:00,1,AM,2017,3014 Indre ostfold,Tommerasveien,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1117889,285560,6611502,47,2.999733023,70,
5225,8/15/2016 1:00,August-16,8/15/2016,1:00:00,1,AM,2016,3021 as,Klommestein - kommunegrensa,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1080337,256521,6621478,42,4.220142322,70,
6115,3/2/2015 1:00,March-15,3/2/2015,1:00:00,1,AM,2015,3021 as,Vestre Holstad,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Observert – antatt uskadd,1054220,258640,6621169,42,0.499199298,70,
6440,8/17/2014 1:00,August-14,8/17/2014,1:00:00,1,AM,2014,3014 Indre ostfold,Vammeli,Radyr,Hann,Ukjent,Pakjort av motorkjoretoy,Funnet dod etter ettersok,1047876,283084,6606752,26,6.268740978,70,
6562,5/16/2014 1:00,May-14,5/16/2014,1:00:00,1,AM,2014,3004 Fredrikstad,ved dale o,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1046107,263407,6568869,23,4.217183901,70,
6794,10/28/2013 1:00,October-13,10/28/2013,1:00:00,1,AM,2013,3004 Fredrikstad,Moklegard,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1034709,262713,6568105,23,7.182558772,70,
108,2/6/2023 1:00,February-23,2/6/2023,1:00:00,1,AM,2023,3025 Asker,Graver,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1256809,244523.9863,6609853.687,191,3.968324827,80,
206,12/22/2022 1:00,December-22,12/22/2022,1:00:00,1,AM,2022,3019 Vestby,kjenn,Radyr,Hann,Kalv/arsunge,Pakjort av motorkjoretoy,Dodt pa stedet,1252264,259249.4456,6611517.278,164,20.21637631,80,
644,7/10/2022 1:00,July-22,7/10/2022,1:00:00,1,AM,2022,3002 Moss,evje,Radyr,Hann,Ungdyr,Pakjort av motorkjoretoy,Dodt pa stedet,1242140,254821.8197,6589070.345,131,7.886680343,80,
1568,6/22/2021 1:00,June-21,6/22/2021,1:00:00,1,AM,2021,3014 Indre ostfold,Tommeras,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ukjent utfall,1217013,285746.6738,6610940.524,132,11.04393185,80,
1588,6/14/2021 1:00,June-21,6/14/2021,1:00:00,1,AM,2021,3016 Rakkestad,Heierhagen,Radyr,Hunn,Ungdyr,Pakjort av motorkjoretoy,Dodt pa stedet,1216759,295413.8294,6588156.483,149,5.337137842,80,
1707,5/13/2021 1:00,May-21,5/13/2021,1:00:00,1,AM,2021,3014 Indre ostfold,R128 V Foss,Radyr,Hann,Ungdyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1214866,273701.7666,6616218.11,180,4.189420792,80,
1708,5/13/2021 1:00,May-21,5/13/2021,1:00:00,1,AM,2021,3016 Rakkestad,Bronntorp,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1214874,289293.0544,6597397.009,113,6.279825833,80,
2190,10/7/2020 1:00,October-20,10/7/2020,1:00:00,1,AM,2020,3036 Nannestad,Nordmokorset,Radyr,Hunn,Kalv/arsunge,Pakjort av motorkjoretoy,Dodt pa stedet,1196912,283467.0182,6686091.303,26,5.689754493,80,
2394,7/2/2020 1:00,July-20,7/2/2020,1:00:00,1,AM,2020,3002 Moss,Botner,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Dodt pa stedet,1198796,254264.2264,6586736.855,131,1.995476228,80,
2438,6/6/2020 1:00,June-20,6/6/2020,1:00:00,1,AM,2020,3004 Fredrikstad,Huseby,Radyr,Hunn,Ungdyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1189216,261845.6093,6576559.959,101,3.999357137,80,
2786,11/13/2019 1:00,November-19,11/13/2019,1:00:00,1,AM,2019,3036 Nannestad,Finstadsletta,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1176356,279524.7912,6671099.937,27,3.039060026,80,
3085,6/16/2019 1:00,June-19,6/16/2019,1:00:00,1,AM,2019,3020 Nordre Follo,Siggerudveien,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1162912,269107,6628637,84,3.810580015,80,
3325,2/7/2019 1:00,February-19,2/7/2019,1:00:00,1,AM,2019,3016 Rakkestad,Brattvet,Radyr,Hann,Kalv/arsunge,Pakjort av motorkjoretoy,Dodt pa stedet,1150598,289446,6596700,113,1.622185425,80,
3382,1/19/2019 1:00,January-19,1/19/2019,1:00:00,1,AM,2019,3028 Enebakk,Kastebakken,Radyr,Hunn,Ungdyr,Pakjort av motorkjoretoy,Avlivet etter ettersok,1157735,282025,6627931,85,26.24152419,80,
3468,12/10/2018 1:00,December-18,12/10/2018,1:00:00,1,AM,2018,3016 Rakkestad,Vestby,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1144234,296120,6586735,149,1.863971557,80,
3753,8/9/2018 1:00,August-18,8/9/2018,1:00:00,1,AM,2018,3011 Hvaler,Bekkene,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1134811,266747,6557563,217,0.774269169,80,
4699,4/22/2017 1:00,April-17,4/22/2017,1:00:00,1,AM,2017,3015 Skiptvet,Lystvet,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1098267,282569,6601104,147,1.159881651,80,
5099,10/15/2016 1:00,October-16,10/15/2016,1:00:00,1,AM,2016,3034 Nes,Braeng,Radyr,Hann,Kalv/arsunge,Pakjort av motorkjoretoy,Avlivet pa stedet,1105677,296851,6686952,63,3.102630616,80,
5569,1/24/2016 1:00,January-16,1/24/2016,1:00:00,1,AM,2016,3026 Aurskog-Holand,Larsbrata,Radyr,Ukjent,Voksent dyr,Pakjort av motorkjoretoy,Observert – antatt uskadd,1084773,296088,6638317,20,0.617915056,80,
5578,1/18/2016 1:00,January-16,1/18/2016,1:00:00,1,AM,2016,3016 Rakkestad,Brontorp,Radyr,Hunn,Ungdyr,Pakjort av motorkjoretoy,Dodt pa stedet,1066915,289384,6596862,113,4.128315546,80,
5724,10/29/2015 1:00,October-15,10/29/2015,1:00:00,1,AM,2015,3020 Nordre Follo,Krakstadveien,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1064145,266940,6624789,237,2.839158759,80,
5914,7/9/2015 1:00,July-15,7/9/2015,1:00:00,1,AM,2015,3026 Aurskog-Holand,Killingmo,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1075685,299351,6650241,227,3.96428537,80,
6484,7/12/2014 1:00,July-14,7/12/2014,1:00:00,1,AM,2014,3030 Lillestrom,Bruvollen,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ukjent utfall,1048850,296418,6655183,55,0.765034273,80,
6760,11/21/2013 1:00,November-13,11/21/2013,1:00:00,1,AM,2013,3020 Nordre Follo,Krakstadveien v/ nr. 96,Radyr,Hunn,Kalv/arsunge,Pakjort av motorkjoretoy,Avlivet pa stedet,1060265,267114,6624390,237,0.950796808,80,
1020,1/3/2022 1:00,January-22,1/3/2022,1:00:42,1,AM,2022,3030 Lillestrom,Sorumsand,Radyr,Hunn,Kalv/arsunge,Pakjort av motorkjoretoy,Avlivet pa stedet,1229339,291637.3258,6656977.429,81,1.171475164,60,
893,3/1/2022 1:02,March-22,3/1/2022,1:02:00,1,AM,2022,3003 Sarpsborg,Greakerdalen,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Avlivet etter ettersok,1234762,274784.5782,6577771.749,135,3.06257027,50,
3931,5/12/2018 1:02,May-18,5/12/2018,1:02:00,1,AM,2018,3001 Halden,hovland,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1131113,295008,6557401,181,1.908737259,60,
702,6/13/2022 1:02,June-22,6/13/2022,1:02:00,1,AM,2022,3026 Aurskog-Holand,lokeberg,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1240732,301538.1929,6632922.958,80,2.267992526,80,
6532,5/31/2014 1:02,May-14,5/31/2014,1:02:00,1,AM,2014,3033 Ullensaker,Dalslina/ Sessvollvegen,Radyr,Hann,Ungdyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1052905,287236,6685100,72,2.312042029,80,
3108,6/2/2019 1:03,June-19,6/2/2019,1:03:00,1,AM,2019,3034 Nes,Haga skytebane ,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1161557,302533,6665289,103,5.1513868,60,
5937,6/20/2015 1:03,June-15,6/20/2015,1:03:00,1,AM,2015,3025 Asker,Eltornstoa,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Avlivet etter ettersok,1059490,252432,6616593,1,1.043324886,70,
463,10/5/2022 1:03,October-22,10/5/2022,1:03:00,1,AM,2022,3036 Nannestad,Fagerli,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1246452,279682.4945,6675264.255,59,47.98825189,80,
2408,6/25/2020 1:05,June-20,6/25/2020,1:05:29,1,AM,2020,3036 Nannestad,snathaugen,Radyr,Hann,Kalv/arsunge,Pakjort av motorkjoretoy,Dodt pa stedet,1191017,283161.6442,6686003.403,26,10.33690684,80,
3598,10/21/2018 1:06,October-18,10/21/2018,1:06:00,1,AM,2018,3020 Nordre Follo,Skjonhaug ,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1139968,265425,6625838,6,0.895584368,70,
3128,5/23/2019 1:09,May-19,5/23/2019,1:09:00,1,AM,2019,3023 Nesodden,Labratastubben,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1159154,252857,6629717,82,1.361629732,80,
1706,5/13/2021 1:10,May-21,5/13/2021,1:10:00,1,AM,2021,3033 Ullensaker,Nordkisa,Radyr,Hunn,Ungdyr,Pakjort av motorkjoretoy,Ukjent utfall,1230485,292700.9389,6677737.438,87,1.379164651,50,
1333,10/10/2021 1:10,October-21,10/10/2021,1:10:00,1,AM,2021,3003 Sarpsborg,Fv 118 ved Skjeberg Kirke,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1222279,282777.0353,6571740.665,24,5.814493932,70,
3186,4/30/2019 1:10,April-19,4/30/2019,1:10:00,1,AM,2019,3021 as,Kommestein,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1157403,256909,6621187,42,1.265206118,70,
6573,5/11/2014 1:10,May-14,5/11/2014,1:10:00,1,AM,2014,3022 Frogn,Trolldalen,Radyr,Hann,Ungdyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1043057,255855,6621724,42,1.267629315,70,
1638,5/30/2021 1:10,May-21,5/30/2021,1:10:00,1,AM,2021,3033 Ullensaker,Vilberg,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1230492,285534.2316,6676796.784,21,12.32872652,80,
3171,5/8/2019 1:10,May-19,5/8/2019,1:10:00,1,AM,2019,3004 Fredrikstad,Seppoveien,Radyr,Ukjent,Voksent dyr,Pakjort av motorkjoretoy,Observert – antatt uskadd,1158128,269215,6581080,133,8.333070572,80,
5282,7/16/2016 1:10,July-16,7/16/2016,1:10:00,1,AM,2016,3014 Indre ostfold,"Trogstadveien , Lunder",Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Observert – antatt uskadd,1082409,285555,6614883,134,0.256232851,80,
1146,11/27/2021 1:10,November-21,11/27/2021,1:10:36,1,AM,2021,3021 as,Kongsveien ,Radyr,Hunn,Kalv/arsunge,Pakjort av motorkjoretoy,Avlivet etter ettersok,1226231,262267.5424,6626838.91,4,3.727735746,60,
1145,11/27/2021 1:10,November-21,11/27/2021,1:10:57,1,AM,2021,3021 as,Kongsveien ,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1226230,262264.0523,6626839.915,4,0.097745102,60,
1476,8/3/2021 1:11,August-21,8/3/2021,1:11:00,1,AM,2021,3025 Asker,Kalkenbakk,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1218856,250217.5776,6611275.214,304,9.481172594,60,
4788,2/26/2017 1:12,February-17,2/26/2017,1:12:00,1,AM,2017,3033 Ullensaker,Mogreina kirke,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Observert – antatt uskadd,1097079,287541,6681768,5,1.957459705,60,
6361,10/19/2014 1:12,October-14,10/19/2014,1:12:00,1,AM,2014,3033 Ullensaker,"Averstad, Klofta",Radyr,Hunn,Ungdyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1053002,283920,6666351,73,5.077197397,80,
1222,11/8/2021 1:12,November-21,11/8/2021,1:12:16,1,AM,2021,3027 Raelingen,Nedre Raelingsveg 764,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1224599,283152.3976,6640387.232,48,2.728739663,80,
2457,5/27/2020 1:12,May-20,5/27/2020,1:12:48,1,AM,2020,3025 Asker,Sundbyveien,Radyr,Hann,Ungdyr,Pakjort av motorkjoretoy,Dodt pa stedet,1187714,246970.3919,6633778.737,251,0.364372136,60,
5846,8/24/2015 1:15,August-15,8/24/2015,1:15:00,1,AM,2015,3025 Asker,"Vannsbrekka 1, storsand",Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1061919,251599,6620966,259,30.51857196,60,
6726,12/11/2013 1:15,December-13,12/11/2013,1:15:00,1,AM,2013,3023 Nesodden,Tangen trelast,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1041605,257865,6640020,15,0.266385766,60,
3212,4/19/2019 1:15,April-19,4/19/2019,1:15:00,1,AM,2019,3025 Asker,"saetrebakken 43, russerleirstotta",Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Observert – antatt uskadd,1156798,247129,6621017,242,1.160897969,80,
3836,6/26/2018 1:15,June-18,6/26/2018,1:15:00,1,AM,2018,3014 Indre ostfold,Knapstad ,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Dodt pa stedet,1133321,275305,6615820,103,12.57452919,80,
5936,6/20/2015 1:15,June-15,6/20/2015,1:15:00,1,AM,2015,3014 Indre ostfold,Fv 124 v/ Moenveien ,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Funnet dod etter ettersok,1059793,288639,6606313,148,9.390317665,80,
6839,10/2/2013 1:15,October-13,10/2/2013,1:15:00,1,AM,2013,3003 Sarpsborg,Fv.581 V/Kultorp,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1033957,281944,6583277,123,1.166576762,80,
6974,6/5/2013 1:15,June-13,6/5/2013,1:15:00,1,AM,2013,3017 Rade,wiersholm,Radyr,Hann,Ungdyr,Pakjort av motorkjoretoy,Dodt pa stedet,1034928,259708,6586455,141,0.49816706,80,
2388,7/3/2020 1:15,July-20,7/3/2020,1:15:31,1,AM,2020,3015 Skiptvet,roas,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1191657,283032.245,6602147.854,147,6.02198483,80,
1112,12/5/2021 1:15,December-21,12/5/2021,1:15:44,1,AM,2021,3022 Frogn, fagerstrandveuen,Radyr,Hann,Ungdyr,Pakjort av motorkjoretoy,Avlivet etter ettersok,1227034,255590.2639,6627854.312,15,7.035383462,80,
1125,12/2/2021 1:16,December-21,12/2/2021,1:16:03,1,AM,2021,3026 Aurskog-Holand,Gromsrud,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1226728,304386.5008,6639510.184,79,5.438475269,80,
1889,2/3/2021 1:18,February-21,2/3/2021,1:18:23,1,AM,2021,3022 Frogn,digerud,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1207673,253502.0583,6628464.864,15,9.514563066,80,
4566,7/1/2017 1:19,July-17,7/1/2017,1:19:00,1,AM,2017,3033 Ullensaker,Ukna,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Observert – antatt uskadd,1128345,285420,6669912,53,2.108984518,80,
5303,7/1/2016 1:19,July-16,7/1/2016,1:19:00,1,AM,2016,3033 Ullensaker,Ukna,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Observert – antatt uskadd,1096087,285414,6669854,53,2.167884421,80,
1567,6/22/2021 1:20,June-21,6/22/2021,1:20:00,1,AM,2021,3020 Nordre Follo,Haugerveien 1A (ved Rullestad),Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1222029,266294.661,6628108.406,68,48.60140108,50,
641,7/11/2022 1:20,July-22,7/11/2022,1:20:00,1,AM,2022,3022 Frogn,nesodveien,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1242080,258189.3274,6628289.133,8,0.233446551,70,
348,11/6/2022 1:20,November-22,11/6/2022,1:20:00,1,AM,2022,3015 Skiptvet,gjerstad ,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1248805,279854.7457,6595686.526,128,0.933220001,80,
349,11/6/2022 1:20,November-22,11/6/2022,1:20:00,1,AM,2022,3015 Skiptvet,gjerstad ,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1250322,279868.5324,6595696.77,128,0.123285872,80,
544,8/20/2022 1:20,August-22,8/20/2022,1:20:00,1,AM,2022,3026 Aurskog-Holand,Komneshagan,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Funnet dod etter ettersok,1243947,306247.2546,6640621.651,79,11.67323935,80,
1532,7/4/2021 1:20,July-21,7/4/2021,1:20:00,1,AM,2021,3014 Indre ostfold,Sulerud,Radyr,Ukjent,Kalv/arsunge,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1217677,287149.1181,6609492.33,148,18.24439943,80,
1631,5/31/2021 1:20,May-21,5/31/2021,1:20:00,1,AM,2021,3020 Nordre Follo,Krakstadveien FV28,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1217124,266933.8657,6624810.025,237,7.016878456,80,
4611,6/11/2017 1:20,June-17,6/11/2017,1:20:00,1,AM,2017,3014 Indre ostfold,Heliveien 939,Radyr,Hunn,Voksent dyr,Pakjort av motorkjoretoy,Avlivet etter ettersok,1107574,280523,6606937,204,1.686652675,80,
6230,12/7/2014 1:20,December-14,12/7/2014,1:20:00,1,AM,2014,3036 Nannestad,Sogndalsvegen,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Avlivet pa stedet,1051070,280520,6679310,33,1.032891237,80,
1926,1/18/2021 1:21,January-21,1/18/2021,1:21:00,1,AM,2021,3026 Aurskog-Holand,Komnes,Radyr,Hunn,Kalv/arsunge,Pakjort av motorkjoretoy,Dodt pa stedet,1205473,305574.6743,6640188.729,79,9.759806435,80,
4678,5/6/2017 1:22,May-17,5/6/2017,1:22:00,1,AM,2017,3018 Valer,Augerod,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Avlivet etter ettersok,1099938,261353,6600268,215,1.420604217,80,
733,5/28/2022 1:23,May-22,5/28/2022,1:23:00,1,AM,2022,3036 Nannestad,Sogndalskrysset,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1239929,279333.7188,6678641.491,59,9.74780322,80,
1657,5/25/2021 1:23,May-21,5/25/2021,1:23:44,1,AM,2021,3025 Asker,Saetreskogen,Radyr,Hann,Voksent dyr,Pakjort av motorkjoretoy,Funnet dod etter ettersok,1215453,246587.7067,6619981.293,242,6.738971099,80,
2506,5/6/2020 1:24,May-20,5/6/2020,1:24:48,1,AM,2020,3014 Indre ostfold,ihlen,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1186524,280873.7501,6611753.724,171,29.15762501,80,
3,4/16/2023 1:25,April-23,4/16/2023,1:25:00,1,AM,2023,3023 Nesodden,Kjartan veldes vei 11a,Radyr,Ukjent,Ukjent,Pakjort av motorkjoretoy,Ettersok avsluttet - ikke funnet,1263385,257703.6909,6641523.755,16,13.89778761,60,
